Clock	Marker	Coefficient	
Horvath-pan-mammalian	cg09661817	0.144155241	clock2
Horvath-pan-mammalian	cg09710440	0.877027426	clock2
Horvath-pan-mammalian	cg09750164	0.012277698	clock2
Horvath-pan-mammalian	cg09809672	-0.203516381	clock2
Horvath-pan-mammalian	cg09817427	0.129808607	clock2
Horvath-pan-mammalian	cg09989727	0.068012035	clock2
Horvath-pan-mammalian	cg10045881	0.026199335	clock2
Horvath-pan-mammalian	cg10128645	0.023349076	clock2
Horvath-pan-mammalian	cg10146459	-0.024673088	clock2
Horvath-pan-mammalian	cg10183248	-0.008189102	clock2
Horvath-pan-mammalian	cg10186512	0.071397282	clock2
Horvath-pan-mammalian	cg10211907	-0.017281166	clock2
Horvath-pan-mammalian	cg10233638	-0.031574468	clock2
Horvath-pan-mammalian	cg10235290	-0.052128427	clock2
Horvath-pan-mammalian	cg10246778	0.012722939	clock2
Horvath-pan-mammalian	cg10278760	-0.052540725	clock2
Horvath-pan-mammalian	cg10381180	-0.017842965	clock2
Horvath-pan-mammalian	cg10439738	0.110012017	clock2
Horvath-pan-mammalian	cg10466667	-0.068272379	clock2
Horvath-pan-mammalian	cg10491556	-0.007637685	clock2
Horvath-pan-mammalian	cg10501210	-0.363250509	clock2
Horvath-pan-mammalian	cg10559644	0.024059405	clock2
Horvath-pan-mammalian	cg10609096	0.105603585	clock2
Horvath-pan-mammalian	cg10644072	-0.144604457	clock2
Horvath-pan-mammalian	cg10677704	-0.117856204	clock2
Horvath-pan-mammalian	cg10681713	-0.000420184	clock2
Horvath-pan-mammalian	cg10710448	-0.040461867	clock2
Horvath-pan-mammalian	cg10711876	-0.016546049	clock2
Horvath-pan-mammalian	cg10718271	-0.012586215	clock2
Horvath-pan-mammalian	cg10739250	0.002172333	clock2
Horvath-pan-mammalian	cg10757510	-0.019746063	clock2
Horvath-pan-mammalian	cg10792727	-0.209564457	clock2
Horvath-pan-mammalian	cg10801485	0.019371181	clock2
Horvath-pan-mammalian	cg10893516	0.00795034	clock2
Horvath-pan-mammalian	cg10916192	-0.065824821	clock2
Horvath-pan-mammalian	cg10932472	-0.269568327	clock2
Horvath-pan-mammalian	cg11082761	0.000171456	clock2
Horvath-pan-mammalian	cg11084334	0.260997206	clock2
Horvath-pan-mammalian	cg11108049	-0.031405424	clock2
Horvath-pan-mammalian	cg11128281	0.124176363	clock2
Horvath-pan-mammalian	cg11156581	-0.054427717	clock2
Horvath-pan-mammalian	cg11160393	-0.000238263	clock2
Horvath-pan-mammalian	cg11215098	3.32082E-06	clock2
Horvath-pan-mammalian	cg11217865	-0.00584132	clock2
Horvath-pan-mammalian	cg11235379	0.107546722	clock2
Horvath-pan-mammalian	cg11251514	-0.033284821	clock2
Horvath-pan-mammalian	cg11275232	0.23283098	clock2
Horvath-pan-mammalian	cg11276577	-0.071035118	clock2
Horvath-pan-mammalian	cg11327514	-0.035146833	clock2
Horvath-pan-mammalian	cg11438204	0.449916169	clock2
Horvath-pan-mammalian	cg11480265	-0.042846346	clock2
Horvath-pan-mammalian	cg11488183	-0.055917172	clock2
Horvath-pan-mammalian	cg11498355	-0.03166833	clock2
Horvath-pan-mammalian	cg11514832	0.033804912	clock2
Horvath-pan-mammalian	cg11516694	-0.041413538	clock2
Horvath-pan-mammalian	cg11610869	0.028718373	clock2
Horvath-pan-mammalian	cg11614630	0.077460709	clock2
Horvath-pan-mammalian	cg11664765	0.098578016	clock2
Horvath-pan-mammalian	cg11666770	0.00254153	clock2
Horvath-pan-mammalian	cg11677981	0.061204522	clock2
Horvath-pan-mammalian	cg11690941	0.115009097	clock2
Horvath-pan-mammalian	cg11700079	0.150266491	clock2
Horvath-pan-mammalian	cg11728741	0.201558694	clock2
Horvath-pan-mammalian	cg11765970	-0.02297533	clock2
Horvath-pan-mammalian	cg11803466	-0.166794264	clock2
Horvath-pan-mammalian	cg11857072	-0.075030998	clock2
Horvath-pan-mammalian	cg11904056	0.210083826	clock2
Horvath-pan-mammalian	cg11948733	-0.09410502	clock2
Horvath-pan-mammalian	cg11978813	-0.04369953	clock2
Horvath-pan-mammalian	cg12156848	0.145222051	clock2
Horvath-pan-mammalian	cg12201500	-0.000199577	clock2
Horvath-pan-mammalian	cg12289045	0.025611486	clock2
Horvath-pan-mammalian	cg12289788	0.150183514	clock2
Horvath-pan-mammalian	cg12307242	0.060451006	clock2
Horvath-pan-mammalian	cg12314723	-0.045197069	clock2
Horvath-pan-mammalian	cg12325485	-0.049589466	clock2
Horvath-pan-mammalian	cg12338698	-0.176506002	clock2
Horvath-pan-mammalian	cg12373771	0.199846017	clock2
Horvath-pan-mammalian	cg12382554	-0.04842871	clock2
Horvath-pan-mammalian	cg12421693	0.008043911	clock2
Horvath-pan-mammalian	cg12425327	0.004379692	clock2
Horvath-pan-mammalian	cg12428891	0.013994006	clock2
Horvath-pan-mammalian	cg12449245	0.124086526	clock2
Horvath-pan-mammalian	cg12459916	0.000668363	clock2
Horvath-pan-mammalian	cg12460432	-0.04552461	clock2
Horvath-pan-mammalian	cg12492738	0.016728417	clock2
Horvath-pan-mammalian	cg12501063	-0.162721611	clock2
Horvath-pan-mammalian	cg12564910	0.022099875	clock2
Horvath-pan-mammalian	cg12577973	0.009197342	clock2
Horvath-pan-mammalian	cg12642246	0.085836748	clock2
Horvath-pan-mammalian	cg12651099	0.113960561	clock2
Horvath-pan-mammalian	cg12685265	0.178520639	clock2
Horvath-pan-mammalian	cg12713245	-0.089356963	clock2
Horvath-pan-mammalian	cg12721805	0.036616803	clock2
Horvath-pan-mammalian	cg12722365	0.052229921	clock2
Horvath-pan-mammalian	cg12733826	0.006594614	clock2
Horvath-pan-mammalian	cg12761282	0.00805726	clock2
Horvath-pan-mammalian	cg12813831	0.072547899	clock2
Horvath-pan-mammalian	cg12815291	0.033550484	clock2
Horvath-pan-mammalian	cg12818872	0.07716034	clock2
Horvath-pan-mammalian	cg12830057	0.11119714	clock2
Horvath-pan-mammalian	cg12841266	0.468898146	clock2
Horvath-pan-mammalian	cg12879445	0.153740653	clock2
Horvath-pan-mammalian	cg12880090	-0.103886945	clock2
Horvath-pan-mammalian	cg12896068	0.069144007	clock2
Horvath-pan-mammalian	cg12923877	0.406170665	clock2
Horvath-pan-mammalian	cg12933950	-0.001822566	clock2
Horvath-pan-mammalian	cg12942661	0.015511967	clock2
Horvath-pan-mammalian	cg12965599	-0.05713607	clock2
Horvath-pan-mammalian	cg12973326	-0.000286563	clock2
Horvath-pan-mammalian	cg12981876	-0.021387704	clock2
Horvath-pan-mammalian	cg13006563	0.106674583	clock2
Horvath-pan-mammalian	cg13058338	0.302281469	clock2
Horvath-pan-mammalian	cg13068315	-0.076510871	clock2
Horvath-pan-mammalian	cg13087210	0.019254469	clock2
Horvath-pan-mammalian	cg13151063	0.076046679	clock2
Horvath-pan-mammalian	cg13153497	-0.038621079	clock2
Horvath-pan-mammalian	cg13160087	0.076054887	clock2
Horvath-pan-mammalian	cg13188467	-0.033961321	clock2
Horvath-pan-mammalian	cg13242392	-0.658760922	clock2
Horvath-pan-mammalian	cg13275239	-0.028503594	clock2
Horvath-pan-mammalian	cg13343102	-0.006973368	clock2
Horvath-pan-mammalian	cg13379618	0.000205347	clock2
Horvath-pan-mammalian	cg13383038	-0.007110823	clock2
Horvath-pan-mammalian	cg13400013	0.000642869	clock2
Horvath-pan-mammalian	cg13532184	0.050780143	clock2
Horvath-pan-mammalian	cg13589316	-0.024016947	clock2
Horvath-pan-mammalian	cg13608832	-0.002692195	clock2
Horvath-pan-mammalian	cg13609316	-0.021146231	clock2
Horvath-pan-mammalian	cg13655781	-0.057980838	clock2
Horvath-pan-mammalian	cg13702222	-0.121683963	clock2
Horvath-pan-mammalian	cg13761591	0.134534113	clock2
Horvath-pan-mammalian	cg13802785	0.175239887	clock2
Horvath-pan-mammalian	cg13830021	-0.03237669	clock2
Horvath-pan-mammalian	cg13851328	-0.011317945	clock2
Horvath-pan-mammalian	cg13884903	-0.020089975	clock2
Horvath-pan-mammalian	cg13916600	0.284185935	clock2
Horvath-pan-mammalian	cg13935553	-0.02827456	clock2
Horvath-pan-mammalian	cg13935834	0.037263243	clock2
Horvath-pan-mammalian	cg13953571	0.079719791	clock2
Horvath-pan-mammalian	cg14002724	0.003765222	clock2
Horvath-pan-mammalian	cg14045036	-0.005173044	clock2
Horvath-pan-mammalian	cg14056866	-0.004776292	clock2
Horvath-pan-mammalian	cg14136214	-0.035231071	clock2
Horvath-pan-mammalian	cg14155184	-0.001737025	clock2
Horvath-pan-mammalian	cg14172937	-0.105931544	clock2
Horvath-pan-mammalian	cg14237002	-0.207969983	clock2
Horvath-pan-mammalian	cg14297772	-0.064508803	clock2
Horvath-pan-mammalian	cg14299268	0.047005762	clock2
Horvath-pan-mammalian	cg14322760	0.004394268	clock2
Horvath-pan-mammalian	cg14334315	-0.058145483	clock2
Horvath-pan-mammalian	cg14361627	0.008237039	clock2
Horvath-pan-mammalian	cg14361875	-0.032572695	clock2
Horvath-pan-mammalian	cg14381350	0.028072859	clock2
Horvath-pan-mammalian	cg14443903	-0.103686704	clock2
Horvath-pan-mammalian	cg14498322	-0.054456262	clock2
Horvath-pan-mammalian	cg14517144	0.126461345	clock2
Horvath-pan-mammalian	cg14548925	-0.057645196	clock2
Horvath-pan-mammalian	cg14551953	0.002009695	clock2
Horvath-pan-mammalian	cg14565725	-0.011076916	clock2
Horvath-pan-mammalian	cg14640670	-0.004702758	clock2
Horvath-pan-mammalian	cg14656600	-0.001148008	clock2
Horvath-pan-mammalian	cg14666740	0.061125706	clock2
Horvath-pan-mammalian	cg14668921	0.004469061	clock2
Horvath-pan-mammalian	cg14676280	-0.138291862	clock2
Horvath-pan-mammalian	cg14701342	0.025217848	clock2
Horvath-pan-mammalian	cg14728312	0.063525432	clock2
Horvath-pan-mammalian	cg14738500	0.023315556	clock2
Horvath-pan-mammalian	cg14762358	-0.047473356	clock2
Horvath-pan-mammalian	cg14794469	-0.08514724	clock2
Horvath-pan-mammalian	cg14821110	-0.007301303	clock2
Horvath-pan-mammalian	cg14865782	-0.022718582	clock2
Horvath-pan-mammalian	cg14903956	-0.111425701	clock2
Horvath-pan-mammalian	cg14919591	-0.290249893	clock2
Horvath-pan-mammalian	cg14991111	0.040279155	clock2
Horvath-pan-mammalian	cg15006148	-0.000973121	clock2
Horvath-pan-mammalian	cg15009537	0.02664257	clock2
Horvath-pan-mammalian	cg15030317	-0.012323883	clock2
Horvath-pan-mammalian	cg15094970	0.004329447	clock2
Horvath-pan-mammalian	cg15168457	0.230283185	clock2
Horvath-pan-mammalian	cg15171944	0.00085034	clock2
Horvath-pan-mammalian	cg15237969	-0.031452126	clock2
Horvath-pan-mammalian	cg15254020	0.027396999	clock2
Horvath-pan-mammalian	cg15298634	-2.91E-05	clock2
Horvath-pan-mammalian	cg15330117	-0.0685643	clock2
Horvath-pan-mammalian	cg15340018	0.127472117	clock2
Horvath-pan-mammalian	cg15343536	0.107842832	clock2
Horvath-pan-mammalian	cg15391310	2.20044E-05	clock2
Horvath-pan-mammalian	cg15405572	-0.019221447	clock2
Horvath-pan-mammalian	cg15408728	-0.096953158	clock2
Horvath-pan-mammalian	cg15426572	-0.000552955	clock2
Horvath-pan-mammalian	cg15437942	0.049477061	clock2
Horvath-pan-mammalian	cg15471501	0.092334243	clock2
Horvath-pan-mammalian	cg15511156	-0.013374007	clock2
Horvath-pan-mammalian	cg15571405	-0.019370151	clock2
Horvath-pan-mammalian	cg15701287	-0.072684111	clock2
Horvath-pan-mammalian	cg15726426	0.020989726	clock2
Horvath-pan-mammalian	cg15746205	-0.051515946	clock2
Horvath-pan-mammalian	cg15804249	0.053462226	clock2
Horvath-pan-mammalian	cg15809488	-0.225806446	clock2
Horvath-pan-mammalian	cg15809618	-0.005317382	clock2
Horvath-pan-mammalian	cg15813523	-0.00869009	clock2
Horvath-pan-mammalian	cg15828158	-0.001222767	clock2
Horvath-pan-mammalian	cg15913680	0.026140797	clock2
Horvath-pan-mammalian	cg15991909	-0.050439903	clock2
Horvath-pan-mammalian	cg16011662	-0.006363724	clock2
Horvath-pan-mammalian	cg16095149	-0.00199108	clock2
Horvath-pan-mammalian	cg16100840	0.013465617	clock2
Horvath-pan-mammalian	cg16118197	0.003204089	clock2
Horvath-pan-mammalian	cg16154416	-0.002024283	clock2
Horvath-pan-mammalian	cg16159306	-0.036606141	clock2
Horvath-pan-mammalian	cg16278638	-0.030811809	clock2
Horvath-pan-mammalian	cg16286672	-0.034146123	clock2
Horvath-pan-mammalian	cg16296826	-0.023985575	clock2
Horvath-pan-mammalian	cg16356803	0.122298339	clock2
Horvath-pan-mammalian	cg16376499	-0.248883104	clock2
Horvath-pan-mammalian	cg16378867	-0.033135839	clock2
Horvath-pan-mammalian	cg16391501	0.030968394	clock2
Horvath-pan-mammalian	cg16437032	0.002837008	clock2
Horvath-pan-mammalian	cg16454989	-0.008665484	clock2
Horvath-pan-mammalian	cg16486681	-0.041432956	clock2
Horvath-pan-mammalian	cg16542942	0.014174841	clock2
Horvath-pan-mammalian	cg16550733	1.61248E-05	clock2
Horvath-pan-mammalian	cg16571746	0.022568122	clock2
Horvath-pan-mammalian	cg16582309	0.108058328	clock2
Horvath-pan-mammalian	cg16591739	-0.013488214	clock2
Horvath-pan-mammalian	cg16599143	0.003493221	clock2
Horvath-pan-mammalian	cg16624401	-0.025830837	clock2
Horvath-pan-mammalian	cg16671155	-0.070003096	clock2
Horvath-pan-mammalian	cg16717607	-0.011711195	clock2
Horvath-pan-mammalian	cg16745091	0.094461788	clock2
Horvath-pan-mammalian	cg16756969	-0.008034885	clock2
Horvath-pan-mammalian	cg16764906	0.020814855	clock2
Horvath-pan-mammalian	cg16848873	-0.018308559	clock2
Horvath-pan-mammalian	cg16853731	-0.005511473	clock2
Horvath-pan-mammalian	cg16867657	0.10393954	clock2
Horvath-pan-mammalian	cg16886381	-0.025650263	clock2
Horvath-pan-mammalian	cg17114460	0.01664183	clock2
Horvath-pan-mammalian	cg17116410	0.058502155	clock2
Horvath-pan-mammalian	cg17139066	-0.087614936	clock2
Horvath-pan-mammalian	cg17213306	0.009828545	clock2
Horvath-pan-mammalian	cg17251355	0.02076741	clock2
Horvath-pan-mammalian	cg17266282	0.003965565	clock2
Horvath-pan-mammalian	cg17267107	0.08512332	clock2
Horvath-pan-mammalian	cg17311369	-0.017594667	clock2
Horvath-pan-mammalian	cg17318138	-0.001754638	clock2
Horvath-pan-mammalian	cg17356452	9.47553E-05	clock2
Horvath-pan-mammalian	cg17357006	0.015169366	clock2
Horvath-pan-mammalian	cg17425418	-0.137266488	clock2
Horvath-pan-mammalian	cg17437489	-0.073398172	clock2
Horvath-pan-mammalian	cg17458251	-0.006390369	clock2
Horvath-pan-mammalian	cg17504468	-0.004365077	clock2
Horvath-pan-mammalian	cg17516812	-0.014273643	clock2
Horvath-pan-mammalian	cg17604804	-0.043960398	clock2
Horvath-pan-mammalian	cg17656607	0.015765194	clock2
Horvath-pan-mammalian	cg17668518	0.030026861	clock2
Horvath-pan-mammalian	cg17708456	0.055027367	clock2
Horvath-pan-mammalian	cg17718834	0.032029928	clock2
Horvath-pan-mammalian	cg17769560	-0.000220138	clock2
Horvath-pan-mammalian	cg17776554	0.108330274	clock2
Horvath-pan-mammalian	cg17783618	0.000174391	clock2
Horvath-pan-mammalian	cg17818266	-0.016972799	clock2
Horvath-pan-mammalian	cg17819031	0.001732605	clock2
Horvath-pan-mammalian	cg17829569	0.037276802	clock2
Horvath-pan-mammalian	cg17856858	-0.057663434	clock2
Horvath-pan-mammalian	cg17905888	-4.58E-05	clock2
Horvath-pan-mammalian	cg17986111	-0.21436639	clock2
Horvath-pan-mammalian	cg18024395	-0.003985585	clock2
Horvath-pan-mammalian	cg18060631	-0.110467548	clock2
Horvath-pan-mammalian	cg18093751	-0.015757366	clock2
Horvath-pan-mammalian	cg18094982	0.048230597	clock2
Horvath-pan-mammalian	cg18168101	-0.082257755	clock2
Horvath-pan-mammalian	cg18223258	-0.066451955	clock2
Horvath-pan-mammalian	cg18281552	-0.030558565	clock2
Horvath-pan-mammalian	cg18304538	0.209153012	clock2
Horvath-pan-mammalian	cg18349747	0.021524322	clock2
Horvath-pan-mammalian	cg18368305	-0.024403293	clock2
Horvath-pan-mammalian	cg18419637	-0.200546657	clock2
Horvath-pan-mammalian	cg18433728	-0.142364205	clock2
Horvath-pan-mammalian	cg18481180	-0.015343677	clock2
Horvath-pan-mammalian	cg18502834	-0.355206357	clock2
Horvath-pan-mammalian	cg18526971	-0.142252854	clock2
Horvath-pan-mammalian	cg18535797	0.013694948	clock2
Horvath-pan-mammalian	cg18543660	0.047140321	clock2
Horvath-pan-mammalian	cg18577444	-0.051350887	clock2
Horvath-pan-mammalian	cg18635807	-0.025987816	clock2
Horvath-pan-mammalian	cg18684142	-0.001517616	clock2
Horvath-pan-mammalian	cg18691948	0.05016333	clock2
Horvath-pan-mammalian	cg18787121	0.058768732	clock2
Horvath-pan-mammalian	cg18814344	-0.029871407	clock2
Horvath-pan-mammalian	cg18894136	-0.0029695	clock2
Horvath-pan-mammalian	cg18918349	-0.325181027	clock2
Horvath-pan-mammalian	cg18955753	-0.806855502	clock2
Horvath-pan-mammalian	cg18961151	-0.032919858	clock2
Horvath-pan-mammalian	cg18963985	-0.39825672	clock2
Horvath-pan-mammalian	cg19017031	-0.310875694	clock2
Horvath-pan-mammalian	cg19051359	0.028029867	clock2
Horvath-pan-mammalian	cg19054310	-0.021146196	clock2
Horvath-pan-mammalian	cg19090691	-0.029490256	clock2
Horvath-pan-mammalian	cg19109204	-0.117021611	clock2
Horvath-pan-mammalian	cg19134574	0.195597876	clock2
Horvath-pan-mammalian	cg19195912	-0.136313614	clock2
Horvath-pan-mammalian	cg19291010	-0.112876048	clock2
Horvath-pan-mammalian	cg19291109	-0.17868243	clock2
Horvath-pan-mammalian	cg19296119	-0.007126386	clock2
Horvath-pan-mammalian	cg19296935	0.090043244	clock2
Horvath-pan-mammalian	cg19319735	0.099561153	clock2
Horvath-pan-mammalian	cg19342019	0.006902503	clock2
Horvath-pan-mammalian	cg19361075	-0.022083948	clock2
Horvath-pan-mammalian	cg19384462	-0.000848333	clock2
Horvath-pan-mammalian	cg19411464	-0.036400136	clock2
Horvath-pan-mammalian	cg19425332	-0.014870782	clock2
Horvath-pan-mammalian	cg19513247	-0.246648979	clock2
Horvath-pan-mammalian	cg19561061	-0.000685495	clock2
Horvath-pan-mammalian	cg19573972	-0.004594839	clock2
Horvath-pan-mammalian	cg19584582	-0.165340588	clock2
Horvath-pan-mammalian	cg19591642	-0.148587686	clock2
Horvath-pan-mammalian	cg19604874	0.20172422	clock2
Horvath-pan-mammalian	cg19614548	0.083899511	clock2
Horvath-pan-mammalian	cg19663246	-0.109630883	clock2
Horvath-pan-mammalian	cg19692957	0.016905248	clock2
Horvath-pan-mammalian	cg19707231	-0.118124274	clock2
Horvath-pan-mammalian	cg19711579	0.086819319	clock2
Horvath-pan-mammalian	cg19756587	0.01070489	clock2
Horvath-pan-mammalian	cg19812206	0.103233243	clock2
Horvath-pan-mammalian	cg19854621	-0.02281272	clock2
Horvath-pan-mammalian	cg19891210	-0.045826303	clock2
Horvath-pan-mammalian	cg19912994	0.113125304	clock2
Horvath-pan-mammalian	cg19927064	0.499713498	clock2
Horvath-pan-mammalian	cg19931377	-0.038987411	clock2
Horvath-pan-mammalian	cg19981759	0.106598551	clock2
Horvath-pan-mammalian	cg20023049	0.00073896	clock2
Horvath-pan-mammalian	cg20025209	-0.006134412	clock2
Horvath-pan-mammalian	cg20033770	0.018482233	clock2
Horvath-pan-mammalian	cg20049544	-0.044897523	clock2
Horvath-pan-mammalian	cg20076842	-0.052299545	clock2
Horvath-pan-mammalian	cg20083419	-0.040762378	clock2
Horvath-pan-mammalian	cg20100200	0.056578028	clock2
Horvath-pan-mammalian	cg20194417	0.015584833	clock2
Horvath-pan-mammalian	cg20212950	-0.326965365	clock2
Horvath-pan-mammalian	cg20221627	-0.387823943	clock2
Horvath-pan-mammalian	cg20306751	-0.329608183	clock2
Horvath-pan-mammalian	cg20334331	5.10393E-06	clock2
Horvath-pan-mammalian	cg20345626	-0.014010139	clock2
Horvath-pan-mammalian	cg20370622	0.250081581	clock2
Horvath-pan-mammalian	cg20422755	-0.070184034	clock2
Horvath-pan-mammalian	cg20424997	0.165044824	clock2
Horvath-pan-mammalian	cg20432508	0.137178144	clock2
Horvath-pan-mammalian	cg20452275	-0.000245457	clock2
Horvath-pan-mammalian	cg20483513	-0.038129911	clock2
Horvath-pan-mammalian	cg20527060	-0.003205307	clock2
Horvath-pan-mammalian	cg20565386	0.046997436	clock2
Horvath-pan-mammalian	cg20583171	0.003947228	clock2
Horvath-pan-mammalian	cg20615601	-0.155652468	clock2
Horvath-pan-mammalian	cg20635820	0.093441118	clock2
Horvath-pan-mammalian	cg20705693	-0.130463732	clock2
Horvath-pan-mammalian	cg20766695	0.430661937	clock2
Horvath-pan-mammalian	cg20804050	-0.410231197	clock2
Horvath-pan-mammalian	cg20865948	-0.016083107	clock2
Horvath-pan-mammalian	cg20867091	-0.005345927	clock2
Horvath-pan-mammalian	cg20884304	0.04754882	clock2
Horvath-pan-mammalian	cg20895555	-0.232369006	clock2
Horvath-pan-mammalian	cg21030623	0.170919872	clock2
Horvath-pan-mammalian	cg21089733	-0.006585158	clock2
Horvath-pan-mammalian	cg21102477	-0.03769471	clock2
Horvath-pan-mammalian	cg21126148	0.02242612	clock2
Horvath-pan-mammalian	cg21180487	0.027751492	clock2
Horvath-pan-mammalian	cg21246299	-0.020862072	clock2
Horvath-pan-mammalian	cg21278764	-0.027436899	clock2
Horvath-pan-mammalian	cg21351544	0.108055523	clock2
Horvath-pan-mammalian	cg21390586	-0.029650148	clock2
Horvath-pan-mammalian	cg21509426	-0.003749767	clock2
Horvath-pan-mammalian	cg21510166	0.00463972	clock2
Horvath-pan-mammalian	cg21513836	-0.001136062	clock2
Horvath-pan-mammalian	cg21590845	-0.027315258	clock2
Horvath-pan-mammalian	cg21602520	-0.029845906	clock2
Horvath-pan-mammalian	cg21608448	0.04109936	clock2
Horvath-pan-mammalian	cg21617338	0.073829325	clock2
Horvath-pan-mammalian	cg21633990	0.010667986	clock2
Horvath-pan-mammalian	cg21703944	-0.120083957	clock2
Horvath-pan-mammalian	cg21839725	0.028272873	clock2
Horvath-pan-mammalian	cg21847954	-0.002589985	clock2
Horvath-pan-mammalian	cg21907062	0.178163952	clock2
Horvath-pan-mammalian	cg22040809	-3.89E-05	clock2
Horvath-pan-mammalian	cg22057106	-0.129713946	clock2
Horvath-pan-mammalian	cg22067905	0.167199443	clock2
Horvath-pan-mammalian	cg22069272	-0.076681466	clock2
Horvath-pan-mammalian	cg22100382	0.066634267	clock2
Horvath-pan-mammalian	cg22122198	0.012861075	clock2
Horvath-pan-mammalian	cg22144210	0.076098271	clock2
Horvath-pan-mammalian	cg22146484	-0.208264358	clock2
Horvath-pan-mammalian	cg22204849	-0.061520178	clock2
Horvath-pan-mammalian	cg22212874	-0.007693704	clock2
Horvath-pan-mammalian	cg22234802	-0.181007537	clock2
Horvath-pan-mammalian	cg22267613	-0.100028464	clock2
Horvath-pan-mammalian	cg22338839	-0.27893221	clock2
Horvath-pan-mammalian	cg22354333	-0.310264817	clock2
Horvath-pan-mammalian	cg22380921	-0.081145751	clock2
Horvath-pan-mammalian	cg22409694	0.019212292	clock2
Horvath-pan-mammalian	cg22416332	-0.080980926	clock2
Horvath-pan-mammalian	cg22432362	0.087306049	clock2
Horvath-pan-mammalian	cg22454769	0.059316456	clock2
Horvath-pan-mammalian	cg22588813	0.053902284	clock2
Horvath-pan-mammalian	cg22661680	-0.105926618	clock2
Horvath-pan-mammalian	cg22673296	-0.009805465	clock2
Horvath-pan-mammalian	cg22703759	-0.029280695	clock2
Horvath-pan-mammalian	cg22710034	-0.037207149	clock2
Horvath-pan-mammalian	cg22805522	0.062885779	clock2
Horvath-pan-mammalian	cg22882174	0.064524491	clock2
Horvath-pan-mammalian	cg22901671	-0.022459391	clock2
Horvath-pan-mammalian	cg22903204	0.013940128	clock2
Horvath-pan-mammalian	cg22914193	-0.000212958	clock2
Horvath-pan-mammalian	cg22943590	-0.115546163	clock2
Horvath-pan-mammalian	cg23076498	0.002058465	clock2
Horvath-pan-mammalian	cg23087015	0.294324742	clock2
Horvath-pan-mammalian	cg23088328	0.057521826	clock2
Horvath-pan-mammalian	cg23089474	0.35836149	clock2
Horvath-pan-mammalian	cg23108693	-0.01793337	clock2
Horvath-pan-mammalian	cg23120731	-0.017842342	clock2
Horvath-pan-mammalian	cg23148651	0.165415598	clock2
Horvath-pan-mammalian	cg23183090	-0.033949768	clock2
Horvath-pan-mammalian	cg23272565	0.036808152	clock2
Horvath-pan-mammalian	cg23287176	0.016106371	clock2
Horvath-pan-mammalian	cg23298936	0.000374762	clock2
Horvath-pan-mammalian	cg23314464	0.002465969	clock2
Horvath-pan-mammalian	cg23337318	0.123154136	clock2
Horvath-pan-mammalian	cg23344477	-0.047520685	clock2
Horvath-pan-mammalian	cg23405931	0.000649456	clock2
Horvath-pan-mammalian	cg23415880	0.154549033	clock2
Horvath-pan-mammalian	cg23423329	-0.045249336	clock2
Horvath-pan-mammalian	cg23449696	0.101267265	clock2
Horvath-pan-mammalian	cg23510032	-0.089145078	clock2
Horvath-pan-mammalian	cg23567910	0.044408355	clock2
Horvath-pan-mammalian	cg23573900	0.011968938	clock2
Horvath-pan-mammalian	cg23646867	0.031537872	clock2
Horvath-pan-mammalian	cg23752476	0.009113496	clock2
Horvath-pan-mammalian	cg23778391	-0.118417685	clock2
Horvath-pan-mammalian	cg23783364	0.049167972	clock2
Horvath-pan-mammalian	cg23940242	-0.028748	clock2
Horvath-pan-mammalian	cg23948922	-0.09690135	clock2
Horvath-pan-mammalian	cg23985931	0.22094267	clock2
Horvath-pan-mammalian	cg23998570	-0.044892504	clock2
Horvath-pan-mammalian	cg24024857	-0.198250856	clock2
Horvath-pan-mammalian	cg24055081	-0.095379443	clock2
Horvath-pan-mammalian	cg24087602	-0.08416399	clock2
Horvath-pan-mammalian	cg24104506	0.001033712	clock2
Horvath-pan-mammalian	cg24352905	0.509274972	clock2
Horvath-pan-mammalian	cg24393114	0.073844273	clock2
Horvath-pan-mammalian	cg24434315	0.005007768	clock2
Horvath-pan-mammalian	cg24488281	-0.121955062	clock2
Horvath-pan-mammalian	cg24504442	0.194803463	clock2
Horvath-pan-mammalian	cg24551749	0.028108724	clock2
Horvath-pan-mammalian	cg24557436	0.065404134	clock2
Horvath-pan-mammalian	cg24580312	0.000265712	clock2
Horvath-pan-mammalian	cg24597392	0.180382833	clock2
Horvath-pan-mammalian	cg24615318	-0.018397649	clock2
Horvath-pan-mammalian	cg24653269	-0.10026128	clock2
Horvath-pan-mammalian	cg24866378	-0.062429257	clock2
Horvath-pan-mammalian	cg24866418	0.312536745	clock2
Horvath-pan-mammalian	cg24924928	0.072277747	clock2
Horvath-pan-mammalian	cg24927890	-0.05302626	clock2
Horvath-pan-mammalian	cg24952195	0.065856574	clock2
Horvath-pan-mammalian	cg24975211	-0.008658588	clock2
Horvath-pan-mammalian	cg25047480	0.159832314	clock2
Horvath-pan-mammalian	cg25055739	-0.042345772	clock2
Horvath-pan-mammalian	cg25108269	-0.043015876	clock2
Horvath-pan-mammalian	cg25139325	-0.42765557	clock2
Horvath-pan-mammalian	cg25140691	0.0033839	clock2
Horvath-pan-mammalian	cg25184118	-0.108871608	clock2
Horvath-pan-mammalian	cg25184464	-0.011889066	clock2
Horvath-pan-mammalian	cg25195795	0.076087466	clock2
Horvath-pan-mammalian	cg25217825	0.003216797	clock2
Horvath-pan-mammalian	cg25229850	-0.060918021	clock2
